StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,ExamScore,Result
1092,18,Male,Asian,Secondary,7.724727905981792,0,0,Moderate,Yes,Yes,No,No,88.0,Pass
1093,16,Female,Asian,Secondary,9.697174794322072,1,1,High,No,No,No,No,89.0,Pass
1094,16,Female,White,Secondary,7.099902316278836,16,1,High,No,Yes,No,No,56.0,Pass
1095,16,Male,Asian,Primary,6.414243299685878,4,0,Low,Yes,Yes,No,No,68.0,Pass
1096,16,Male,Hispanic,Higher Education,19.278320241463767,29,0,High,No,No,No,Yes,18.0,Fail
1097,16,Male,Black,Primary,12.831593624867883,29,0,Very High,No,No,Yes,No,24.0,Fail
1098,18,Female,Asian,Secondary,0.4686591073477641,5,0,Moderate,No,Yes,No,No,64.0,Pass
1099,16,Female,Asian,Higher Education,8.603518168886264,25,0,Moderate,Yes,No,Yes,Yes,19.0,Fail
1100,15,Female,Asian,Primary,17.500173994879404,24,0,Moderate,No,No,No,No,18.0,Fail
1101,17,Male,Hispanic,Primary,6.029123728213359,23,1,Low,Yes,Yes,No,Yes,32.0,Fail
1102,16,Male,Asian,Higher Education,1.8911268954877647,6,0,High,Yes,No,Yes,Yes,63.0,Pass
1103,16,Female,Black,Primary,15.167695431798355,27,0,High,Yes,Yes,No,No,24.0,Fail
1104,18,Male,Asian,Secondary,12.120276638721624,20,1,Moderate,No,Yes,No,No,38.0,Fail
1105,16,Male,Black,None,11.406250156530078,29,0,High,Yes,No,No,No,16.0,Fail
1106,16,Male,Hispanic,Secondary,1.0715311921481585,14,0,High,No,Yes,Yes,Yes,51.0,Pass
1107,16,Female,White,Primary,2.8099801959103465,18,0,None,Yes,No,No,Yes,21.0,Fail
1108,18,Male,Asian,None,12.450987924262275,15,0,Low,No,Yes,No,No,37.0,Fail
1109,16,Male,Hispanic,Secondary,4.156476829176716,24,1,High,Yes,Yes,No,No,37.0,Fail
1110,17,Female,Hispanic,Primary,10.081401594968488,12,1,Very High,No,No,No,No,65.0,Pass
1111,18,Female,Black,Primary,10.89763372058787,4,1,High,No,No,No,No,81.0,Pass
1112,17,Male,White,None,5.670143805418788,2,1,Very High,No,No,Yes,No,89.0,Pass
1113,18,Male,Asian,Primary,18.968503110829857,2,0,Moderate,No,No,No,No,77.0,Pass
1114,16,Female,Asian,Primary,16.8492821367115,18,1,Low,No,Yes,Yes,No,48.0,Fail
1115,17,Female,Hispanic,None,14.44747015265597,13,1,Moderate,No,No,No,No,55.0,Pass
1116,18,Male,Asian,Higher Education,1.5598773281881817,15,0,None,No,No,No,Yes,22.0,Fail
1117,15,Male,Hispanic,None,2.122600386180389,21,0,High,Yes,No,Yes,No,34.0,Fail
1118,16,Male,Hispanic,Secondary,9.855626917299114,16,0,Very High,No,No,No,No,45.0,Fail
1119,18,Male,Asian,Primary,3.214266983819713,26,0,High,No,Yes,No,No,15.0,Fail
1120,15,Female,Hispanic,Primary,19.56530927058948,3,0,Moderate,Yes,No,Yes,Yes,90.0,Pass
1121,18,Male,Asian,Higher Education,3.170404680548189,12,1,Low,Yes,Yes,No,No,54.0,Pass
1122,15,Male,Black,Primary,9.74935670927948,7,1,Low,No,Yes,Yes,No,74.0,Pass
1123,16,Female,Black,University Education,7.282421136830108,18,0,Moderate,No,No,No,No,25.0,Fail
1124,17,Male,White,Primary,12.78772842908196,4,0,High,No,No,No,No,78.0,Pass
1125,15,Female,Asian,Secondary,2.5807281777884983,1,1,Moderate,Yes,No,Yes,No,87.0,Pass
1126,18,Male,Asian,Secondary,8.606328560847817,14,0,Very High,Yes,No,No,No,65.0,Pass
1127,16,Male,Black,Higher Education,5.494100656142873,1,0,High,Yes,No,No,No,88.0,Pass
1128,15,Female,Hispanic,Secondary,17.75503049343376,10,1,Low,No,Yes,No,No,70.0,Pass
1129,18,Female,Black,Secondary,0.8117142426939017,12,1,Low,Yes,Yes,No,No,50.0,Pass
1130,18,Male,Asian,Primary,18.274549880129182,22,1,High,No,No,No,No,34.0,Fail
1131,18,Male,Asian,Primary,16.65988277106001,9,0,Low,No,No,No,No,53.0,Pass
1132,15,Male,Asian,Higher Education,5.951414328816309,2,0,High,No,No,No,No,76.0,Pass
1133,15,Female,Hispanic,Primary,15.785813093542094,4,1,Moderate,No,Yes,No,No,90.0,Pass
1134,15,Male,Asian,Primary,0.6242712067749512,2,0,Low,Yes,No,No,No,61.0,Pass
1135,17,Female,Asian,Secondary,19.33731100586787,5,1,Moderate,Yes,No,No,No,79.0,Pass
1136,15,Female,White,Primary,10.531898851795788,12,0,Moderate,Yes,No,No,No,53.0,Pass
1137,15,Male,Asian,University Education,6.065620521308905,9,0,High,No,Yes,No,No,55.0,Pass
1138,15,Female,White,Secondary,7.251664251893541,18,0,None,Yes,No,Yes,Yes,30.0,Fail
1139,17,Male,Black,Secondary,1.3281070692099473,7,0,High,Yes,No,No,No,68.0,Pass
1140,15,Male,Hispanic,Higher Education,19.786990280840783,17,1,High,No,No,No,No,56.0,Pass
1141,18,Male,Asian,None,0.7858389030138491,2,0,High,Yes,No,No,No,78.0,Pass
1142,15,Male,Asian,Primary,13.09814246295718,23,1,None,Yes,Yes,No,No,26.0,Fail
1143,18,Male,Hispanic,Secondary,8.854718554129166,23,1,High,No,No,No,No,20.0,Fail
1144,18,Female,Hispanic,Primary,18.978324363774306,16,0,Moderate,Yes,No,Yes,No,51.0,Pass
1145,18,Female,Hispanic,Secondary,4.919994806135904,7,1,Moderate,Yes,Yes,No,No,61.0,Pass
1146,17,Male,Asian,Higher Education,10.641736478760226,9,0,High,Yes,No,No,No,66.0,Pass
1147,17,Male,Hispanic,Secondary,9.64712417165506,1,1,Moderate,Yes,No,No,Yes,90.0,Pass
1148,17,Female,Hispanic,Primary,14.057328881002029,11,0,High,No,Yes,No,No,58.0,Pass
1149,15,Female,Black,University Education,1.3602046390484102,22,0,Low,Yes,Yes,No,Yes,25.0,Fail
1150,18,Female,Hispanic,Secondary,3.875782600467097,5,0,High,Yes,No,No,No,72.0,Pass
1151,17,Female,Hispanic,Secondary,4.291296401856997,1,0,Low,No,Yes,Yes,No,70.0,Pass
1152,17,Male,Black,Primary,14.763015096833794,20,1,High,No,Yes,No,No,44.0,Fail
1153,15,Male,Asian,Higher Education,3.7827739265348015,22,0,Very High,Yes,No,No,Yes,28.0,Fail
1154,17,Female,Asian,Secondary,11.469835277819534,23,0,Moderate,No,No,No,No,26.0,Fail
1155,15,Male,Asian,Secondary,4.304876410019074,2,0,Moderate,Yes,No,No,No,77.0,Pass
1156,16,Female,Asian,Higher Education,17.232499001679567,16,1,High,Yes,Yes,No,No,66.0,Pass
1157,17,Male,Asian,Primary,18.84370908979277,28,0,None,No,Yes,Yes,Yes,13.0,Fail
1158,16,Female,Asian,Secondary,10.369859498844807,6,0,Moderate,No,No,No,No,70.0,Pass
1159,15,Male,Asian,Higher Education,7.046177684183565,28,0,Moderate,No,No,No,No,6.0,Fail
1160,18,Female,Asian,Primary,4.681155500349982,20,0,High,No,No,No,Yes,30.0,Fail
1161,17,Female,Hispanic,Secondary,0.9956200304608752,4,1,High,Yes,No,No,Yes,84.0,Pass
1162,15,Male,White,Higher Education,5.370001523949908,22,1,High,No,No,No,No,32.0,Fail
1163,18,Female,Asian,Secondary,13.084715598906358,0,1,High,No,No,Yes,Yes,93.0,Pass
1164,18,Male,White,Secondary,10.672338626184215,7,0,High,Yes,No,No,No,67.0,Pass
1165,16,Male,Black,Higher Education,18.880825565618547,11,1,Moderate,Yes,No,No,No,59.0,Pass
1166,15,Female,Asian,Higher Education,7.925545249834012,13,0,Moderate,No,Yes,No,No,41.0,Fail
1167,18,Male,Asian,Primary,13.87726684656789,15,1,Moderate,Yes,Yes,No,No,63.0,Pass
1168,17,Male,Black,None,9.786454949502428,9,0,Very High,No,Yes,No,No,57.0,Pass
1169,17,Male,Hispanic,Secondary,10.251524318484233,14,0,High,Yes,No,No,No,56.0,Pass
1170,16,Male,Hispanic,Secondary,5.35548629208235,20,0,Moderate,No,Yes,No,No,33.0,Fail
1171,18,Male,Asian,Secondary,9.099015536839994,23,0,High,No,Yes,No,No,24.0,Fail
1172,15,Female,Asian,Secondary,9.415699940254145,25,0,Moderate,Yes,No,No,Yes,20.0,Fail
1173,17,Male,Asian,Primary,14.132850434978678,14,1,High,No,No,No,No,58.0,Pass
1174,18,Male,Asian,Secondary,18.81279998372228,9,0,Moderate,No,Yes,No,No,67.0,Pass
1175,18,Male,Asian,Primary,6.586425549650086,20,1,Low,Yes,No,No,No,39.0,Fail
1176,16,Male,Asian,Secondary,0.8440093716259689,27,0,High,Yes,No,No,No,5.0,Fail
1177,17,Male,Hispanic,Secondary,9.925902510012794,6,0,High,No,No,No,No,69.0,Pass
1178,17,Female,White,Primary,10.889226642983372,25,1,Moderate,Yes,No,Yes,No,28.0,Fail
1179,15,Male,Asian,Primary,3.368811022638305,2,0,Moderate,Yes,No,No,No,64.0,Pass
1180,17,Female,White,Secondary,15.209292125521332,1,0,High,Yes,No,No,Yes,82.0,Pass
1181,15,Female,Asian,Secondary,19.698582168829837,5,1,High,No,No,No,No,80.0,Pass
1182,17,Female,Asian,Primary,18.915494340169214,20,0,High,Yes,No,No,No,43.0,Fail
1183,16,Female,Asian,University Education,3.942120776473044,8,0,Moderate,Yes,Yes,No,No,58.0,Pass
1184,17,Male,Black,Secondary,17.507264798015214,9,1,Very High,Yes,Yes,No,No,82.0,Pass
1185,15,Female,White,University Education,14.089872728233694,3,0,High,No,No,No,No,75.0,Pass
1186,15,Female,Black,Secondary,9.076931276138232,26,1,High,Yes,No,No,No,22.0,Fail
1187,16,Male,Asian,Secondary,10.812219886494582,2,0,High,No,No,No,No,74.0,Pass
1188,17,Male,Black,Higher Education,16.99200349964916,8,0,Low,Yes,No,No,No,67.0,Pass
1189,17,Male,Asian,Secondary,9.602698792767464,23,0,None,Yes,Yes,No,No,30.0,Fail
1190,16,Female,Hispanic,Secondary,7.464147382102537,21,1,High,No,No,No,No,34.0,Fail
1191,17,Male,Black,Primary,9.864949860519715,16,0,Moderate,No,No,No,Yes,38.0,Fail
1192,17,Male,Asian,Secondary,11.582596080700982,13,1,High,No,No,No,No,56.0,Pass
1193,15,Female,Black,Primary,3.781553075566977,9,0,Moderate,Yes,No,No,No,53.0,Pass
1194,17,Male,Black,Primary,18.018154605339813,12,0,Moderate,No,No,No,No,56.0,Pass
1195,17,Male,Asian,None,13.483738976592276,11,1,Low,Yes,No,Yes,No,69.0,Pass
1196,16,Male,Black,None,12.665378346749778,26,0,High,Yes,Yes,No,No,22.0,Fail
1197,16,Male,Asian,University Education,1.9899245236127627,0,0,Low,Yes,No,No,Yes,78.0,Pass
1198,18,Female,Hispanic,Primary,12.083478763451836,27,0,High,Yes,No,Yes,No,32.0,Fail
1199,15,Male,Hispanic,Secondary,2.4192132447698467,21,0,Moderate,No,No,No,No,14.0,Fail
1200,17,Male,Hispanic,Higher Education,1.573953503907981,28,0,High,Yes,No,No,No,15.0,Fail
1201,17,Female,Black,Secondary,10.546217912847863,18,0,Low,No,No,Yes,No,41.0,Fail
1202,18,Male,Black,Primary,8.055710680929899,18,0,Low,No,No,No,No,31.0,Fail
1203,17,Female,Asian,Secondary,11.776205403124465,5,0,High,No,Yes,No,Yes,74.0,Pass
1204,15,Male,Hispanic,Secondary,1.784443361144772,12,0,Moderate,Yes,No,No,No,50.0,Pass
1205,18,Female,Asian,Secondary,8.619661256945168,18,0,Low,Yes,No,No,No,29.0,Fail
1206,15,Female,Asian,Secondary,3.4957343009031594,12,1,Very High,No,No,No,No,55.0,Pass
1207,18,Female,Asian,University Education,19.74200171848233,26,1,Low,Yes,No,No,No,24.0,Fail
1208,18,Female,Asian,Secondary,11.223004248703488,25,0,Moderate,Yes,No,No,No,14.0,Fail
1209,16,Male,Black,Primary,13.748737218817348,21,0,Low,No,No,No,No,24.0,Fail
1210,15,Female,Asian,Secondary,6.508365613652156,20,1,Moderate,Yes,No,Yes,Yes,41.0,Fail
1211,17,Male,Hispanic,None,1.894778295586883,3,0,Moderate,No,No,Yes,No,71.0,Pass
1212,17,Female,Asian,Higher Education,19.517417255670733,23,0,Low,No,No,Yes,Yes,5.0,Fail
1213,15,Female,Asian,Primary,5.7251807076636645,1,0,High,Yes,No,No,No,81.0,Pass
1214,17,Female,Black,Primary,8.476163703471485,14,1,Moderate,No,No,No,No,48.0,Fail
1215,17,Male,Asian,Higher Education,12.9972784340515,11,0,High,No,No,No,No,51.0,Pass
1216,15,Female,Asian,Secondary,0.4939459537222257,29,1,Low,Yes,No,No,No,3.0,Fail
1217,18,Male,Hispanic,Primary,16.205182610345737,26,1,Moderate,Yes,No,No,No,32.0,Fail
1218,15,Male,Asian,Secondary,10.731563800572406,6,0,None,Yes,No,Yes,No,65.0,Pass
1219,18,Male,Hispanic,Higher Education,5.564343741376443,19,1,High,No,No,No,No,37.0,Fail
1220,17,Male,Asian,Primary,1.232159705849385,17,0,High,No,No,No,No,37.0,Fail
1221,17,Male,Asian,Higher Education,3.2499683094888288,22,0,High,Yes,Yes,No,Yes,43.0,Fail
1222,17,Male,Hispanic,None,17.900677177068737,12,0,Moderate,No,Yes,No,Yes,57.0,Pass
1223,16,Male,Asian,Secondary,13.72048447871782,16,0,High,No,No,Yes,No,49.0,Fail
1224,18,Male,Asian,Higher Education,4.998034432737796,3,0,High,No,No,No,No,66.0,Pass
1225,16,Male,Asian,Primary,1.3120152989005909,24,0,None,Yes,No,No,No,19.0,Fail
1226,16,Female,Asian,Secondary,13.812306247732726,13,0,Low,No,No,Yes,No,45.0,Fail
1227,15,Female,Hispanic,Primary,11.448154519355302,19,0,Moderate,No,No,No,No,22.0,Fail
1228,16,Female,Asian,Secondary,8.090390489164701,27,0,High,No,Yes,No,No,20.0,Fail
1229,15,Female,Hispanic,Secondary,7.272228983801277,12,1,None,No,No,No,No,36.0,Fail
1230,15,Female,Hispanic,Secondary,4.336285518582166,2,0,High,No,Yes,No,No,83.0,Pass
1231,16,Male,Asian,Primary,13.392225130750353,25,0,Moderate,No,No,No,No,20.0,Fail
1232,18,Male,White,Primary,19.41336055587741,25,0,Moderate,No,No,No,No,17.0,Fail
1233,18,Male,Asian,None,3.514304916736517,17,0,Low,No,Yes,No,Yes,35.0,Fail
1234,18,Male,White,Primary,11.942332400310068,13,0,Moderate,No,Yes,No,Yes,50.0,Pass
1235,18,Male,Asian,Secondary,8.483701114919524,14,0,None,No,Yes,No,No,41.0,Fail
1236,18,Male,Black,Higher Education,8.933774434893298,2,0,None,No,Yes,No,No,63.0,Pass
1237,16,Male,Asian,Secondary,5.082945602556288,0,0,High,No,No,Yes,No,75.0,Pass
1238,16,Female,Asian,Secondary,16.50269751322838,25,1,Moderate,No,No,Yes,No,31.0,Fail
1239,17,Female,Black,University Education,9.705112082944822,23,1,Moderate,No,No,No,No,35.0,Fail
1240,18,Female,Hispanic,Secondary,10.86811704396528,16,0,Low,Yes,No,Yes,No,40.0,Fail
1241,16,Female,Asian,Higher Education,6.095218255946515,2,1,Moderate,No,Yes,No,No,77.0,Pass
1242,17,Male,Asian,Secondary,3.636169313338995,13,0,None,Yes,Yes,No,No,41.0,Fail
1243,18,Male,Hispanic,Primary,1.7182077640564095,2,0,Moderate,No,Yes,No,No,65.0,Pass
1244,15,Male,Black,None,14.282382818498318,12,1,Moderate,No,No,No,No,60.0,Pass
1245,17,Female,White,Secondary,3.924685633757112,14,0,Moderate,Yes,No,No,No,47.0,Fail
1246,16,Male,Hispanic,Primary,13.801507083775954,17,0,Very High,No,Yes,No,No,53.0,Pass
1247,15,Male,White,Primary,7.807528920939077,13,0,Moderate,No,No,No,No,43.0,Fail
1248,15,Male,Hispanic,Secondary,8.315496019793029,20,0,Moderate,Yes,No,No,No,26.0,Fail
1249,15,Female,Asian,Secondary,9.383549921855431,25,0,Moderate,No,Yes,No,No,30.0,Fail
1250,17,Male,Asian,Secondary,7.354170162550863,2,0,Low,No,No,Yes,No,66.0,Pass
1251,16,Female,Hispanic,Primary,2.0123995444518017,18,0,High,No,Yes,No,No,31.0,Fail
1252,15,Female,Black,Primary,6.192636200056915,7,0,Moderate,Yes,No,No,No,53.0,Pass
1253,18,Female,Asian,Secondary,13.274687213878767,3,1,Low,Yes,No,No,No,73.0,Pass
1254,15,Female,Asian,University Education,13.31568802937742,3,0,High,No,No,No,Yes,78.0,Pass
1255,15,Male,White,Secondary,5.724486144799887,18,1,None,No,No,No,No,26.0,Fail
1256,17,Female,Black,Higher Education,9.20205253115376,10,0,Very High,Yes,No,No,Yes,60.0,Pass
1257,17,Female,Asian,Secondary,3.8689445602387496,0,1,High,No,No,No,No,79.0,Pass
1258,16,Male,Asian,Secondary,4.207441630596716,7,1,Moderate,No,Yes,Yes,No,68.0,Pass
1259,18,Male,Asian,Primary,0.4609417681321481,14,0,Low,Yes,Yes,No,No,38.0,Fail
1260,17,Female,Asian,Secondary,17.934930998154893,0,0,Low,No,No,No,No,87.0,Pass
1261,15,Male,Asian,Secondary,4.214133301498125,6,0,Low,Yes,No,No,No,58.0,Pass
1262,16,Female,Asian,Secondary,4.550677538729266,20,1,Low,Yes,No,No,No,32.0,Fail
1263,15,Female,Hispanic,Secondary,5.592028652902636,19,0,Moderate,Yes,Yes,No,Yes,37.0,Fail
1264,15,Female,Asian,Secondary,2.54816143390858,19,0,Very High,No,No,Yes,Yes,36.0,Fail
1265,17,Female,Hispanic,Primary,12.785257663627256,23,0,Moderate,No,No,No,No,20.0,Fail
1266,16,Male,Hispanic,Secondary,1.5028590635517314,10,1,High,No,No,No,No,54.0,Pass
1267,18,Female,Asian,Primary,2.6840485265270053,26,0,High,No,No,No,No,14.0,Fail
1268,18,Male,Black,Higher Education,12.895134531801858,28,0,High,No,No,No,No,15.0,Fail
1269,17,Male,Asian,Primary,6.793212409628855,13,0,None,No,Yes,Yes,Yes,40.0,Fail
1270,17,Male,Hispanic,None,14.158956534023782,21,1,Moderate,No,Yes,No,No,25.0,Fail
1271,16,Male,Asian,Secondary,11.14849489340284,15,0,High,No,No,No,No,42.0,Fail
1272,18,Female,Black,Secondary,5.120423461230262,13,0,High,No,No,No,Yes,38.0,Fail
1273,18,Male,Black,Secondary,13.016559009786562,11,0,Very High,No,No,No,No,55.0,Pass
1274,18,Female,Asian,Primary,2.325473605857613,16,0,High,No,No,No,Yes,29.0,Fail
1275,15,Male,Asian,Secondary,10.728207661600608,13,1,Low,No,No,No,No,54.0,Pass
1276,18,Male,Black,Primary,8.742962100900693,9,0,Moderate,Yes,No,No,Yes,65.0,Pass
